postcode,totalprops,last14,average,median,avgtom
LE9,56,9,£732 pcm,£595 pcm,132 days
LE10,74,29,£680 pcm,£648 pcm,117 days
LE11,320,123,"£1,034 pcm",£780 pcm,129 days
LE12,63,15,£697 pcm,£650 pcm,155 days
LE13,44,10,£540 pcm,£568 pcm,106 days
LE14,23,7,£859 pcm,£600 pcm,93 days
LL11,69,9,£535 pcm,£495 pcm,119 days
LL12,33,7,£728 pcm,£625 pcm,89 days
LL13,74,9,£533 pcm,£525 pcm,101 days
LL14,41,5,£550 pcm,£525 pcm,66 days
LL15,12,0,£793 pcm,£650 pcm,408 days
LL16,16,3,£591 pcm,£500 pcm,187 days
LL17,11,3,£517 pcm,£450 pcm,120 days
LL18,65,10,£514 pcm,£498 pcm,173 days
LL19,16,2,£623 pcm,£597 pcm,141 days
LL20,11,1,£573 pcm,£500 pcm,55 days
LL21,2,0,£495 pcm,£495 pcm,244 days
LL22,19,3,£581 pcm,£581 pcm,110 days
LL23,0,0,-,-,-
LL24,0,0,-,-,-
LL25,1,1,£575 pcm,£575 pcm,4 days
LL26,4,0,£547 pcm,£533 pcm,217 days
LL27,0,0,-,-,-
LL28,13,1,£785 pcm,£695 pcm,171 days
LL29,39,10,£531 pcm,£495 pcm,158 days
LL30,24,6,£594 pcm,£575 pcm,146 days
LL31,11,2,£686 pcm,£650 pcm,116 days
LL32,10,4,£767 pcm,£700 pcm,94 days
LL33,9,2,£447 pcm,£460 pcm,117 days
LL34,8,1,£483 pcm,£495 pcm,75 days
LL35,0,0,-,-,-
LL36,2,0,£512 pcm,£512 pcm,37 days
LL37,0,0,-,-,-
LL38,0,0,-,-,-
LL39,0,0,-,-,-
LL40,6,0,£418 pcm,£425 pcm,135 days
LL41,5,0,£416 pcm,£400 pcm,66 days
LL42,0,0,-,-,-
LL43,0,0,-,-,-
LL44,0,0,-,-,-
LN1,135,17,£687 pcm,£563 pcm,223 days
LN2,135,23,£705 pcm,£594 pcm,182 days
LN3,7,5,£600 pcm,£624 pcm,11 days
LN4,37,12,£703 pcm,£693 pcm,139 days
LN5,172,15,£597 pcm,£477 pcm,191 days
LN6,51,12,£685 pcm,£650 pcm,153 days
LN7,11,2,£547 pcm,£481 pcm,281 days
LS1,79,12,£975 pcm,£897 pcm,165 days
LS2,164,16,"£1,053 pcm",£849 pcm,206 days
LS3,92,4,"£1,153 pcm",£910 pcm,289 days
LS4,192,19,£945 pcm,£761 pcm,262 days
LS5,47,11,£861 pcm,£695 pcm,197 days
LS6,"1,478",52,"£1,481 pcm","£1,387 pcm",334 days
LS7,111,16,£846 pcm,£795 pcm,189 days
LS8,118,24,£730 pcm,£595 pcm,145 days
LS9,134,26,£650 pcm,£625 pcm,216 days
LS10,98,29,£782 pcm,£702 pcm,168 days
LS11,123,12,£706 pcm,£598 pcm,335 days
LS12,122,22,£589 pcm,£550 pcm,170 days
LS13,56,13,£611 pcm,£598 pcm,161 days
LS14,46,11,£610 pcm,£611 pcm,172 days
LS15,33,13,£611 pcm,£550 pcm,99 days
LS16,72,15,"£1,077 pcm",£850 pcm,194 days
LU1,373,72,£877 pcm,£800 pcm,151 days
LU2,199,41,£964 pcm,£875 pcm,132 days
LU3,159,30,£914 pcm,£895 pcm,120 days
LU4,132,36,£959 pcm,£949 pcm,96 days
M1,322,60,"£1,068 pcm",£950 pcm,136 days
M2,17,2,"£1,317 pcm","£1,105 pcm",75 days
M3,267,68,"£1,197 pcm",£995 pcm,162 days
M4,215,54,£981 pcm,£900 pcm,165 days
M5,151,34,£856 pcm,£823 pcm,113 days
M6,177,21,£770 pcm,£498 pcm,167 days
M7,142,21,£825 pcm,£594 pcm,151 days
M8,68,19,£636 pcm,£624 pcm,112 days
M9,51,8,£673 pcm,£594 pcm,146 days
M11,43,14,£768 pcm,£725 pcm,134 days
M12,27,3,£662 pcm,£650 pcm,136 days
M13,85,11,"£1,072 pcm",£850 pcm,160 days
M14,379,53,"£1,165 pcm",£793 pcm,185 days
M15,212,45,"£1,018 pcm",£924 pcm,179 days
M16,104,25,£726 pcm,£655 pcm,147 days
M17,1,0,£900 pcm,£900 pcm,109 days
M18,43,8,£644 pcm,£624 pcm,90 days
M19,66,11,£866 pcm,£750 pcm,150 days
M20,281,75,£977 pcm,£875 pcm,121 days
M21,81,31,£997 pcm,£900 pcm,84 days
M22,73,19,£708 pcm,£700 pcm,168 days
M23,42,10,£738 pcm,£725 pcm,111 days
M24,37,6,£844 pcm,£550 pcm,146 days
ME1,72,18,£883 pcm,£850 pcm,134 days
ME2,51,16,£892 pcm,£823 pcm,147 days
ME3,19,4,"£1,179 pcm","£1,100 pcm",172 days
ME4,127,25,£836 pcm,£776 pcm,162 days
ME5,36,8,£799 pcm,£794 pcm,173 days
ME6,20,3,"£1,148 pcm",£949 pcm,98 days
ME7,213,47,£877 pcm,£823 pcm,163 days
ME8,41,11,£781 pcm,£776 pcm,131 days
ME9,19,3,"£1,132 pcm",£980 pcm,113 days
ME10,57,18,£762 pcm,£776 pcm,112 days
ME11,3,1,£958 pcm,"£1,001 pcm",30 days
MK1,3,1,£567 pcm,£585 pcm,33 days
MK2,19,6,£893 pcm,£871 pcm,119 days
MK3,32,6,"£1,016 pcm",£901 pcm,171 days
MK4,62,17,"£1,145 pcm",£985 pcm,116 days
MK5,35,11,"£1,454 pcm","£1,250 pcm",175 days
MK6,44,18,"£1,017 pcm",£925 pcm,118 days
MK7,43,13,£990 pcm,£895 pcm,96 days
MK8,27,7,£964 pcm,£932 pcm,82 days
MK9,89,12,"£1,101 pcm","£1,050 pcm",117 days
MK10,42,11,"£1,267 pcm","£1,195 pcm",103 days
MK11,17,5,"£1,004 pcm",£950 pcm,107 days
MK12,22,10,£905 pcm,£912 pcm,101 days
MK13,20,7,"£1,003 pcm",£873 pcm,119 days
MK14,20,3,"£1,372 pcm","£1,101 pcm",130 days
ML1,50,9,£485 pcm,£451 pcm,170 days
ML2,46,13,£462 pcm,£450 pcm,136 days
ML3,78,14,£477 pcm,£475 pcm,192 days
ML4,24,5,£433 pcm,£410 pcm,155 days
ML5,40,7,£490 pcm,£475 pcm,166 days
ML6,65,9,£491 pcm,£451 pcm,200 days
N1,"1,377",248,"£2,269 pcm","£2,145 pcm",169 days
N2,280,42,"£2,971 pcm","£1,712 pcm",149 days
N3,387,61,"£1,889 pcm","£1,551 pcm",129 days
N4,550,111,"£1,672 pcm","£1,473 pcm",138 days
N5,280,62,"£2,114 pcm","£1,831 pcm",129 days
N6,219,42,"£2,749 pcm","£1,733 pcm",140 days
N7,703,149,"£2,017 pcm","£1,820 pcm",155 days
N8,443,71,"£1,558 pcm","£1,452 pcm",120 days
N9,172,35,"£1,190 pcm","£1,149 pcm",163 days
N10,264,65,"£1,707 pcm","£1,473 pcm",120 days
N11,313,45,"£1,545 pcm","£1,452 pcm",166 days
N12,415,85,"£1,686 pcm","£1,452 pcm",151 days
NE1,437,25,"£1,162 pcm",£823 pcm,249 days
NE2,583,38,"£1,024 pcm",£825 pcm,278 days
NE3,263,47,£829 pcm,£724 pcm,142 days
NE4,503,43,£656 pcm,£550 pcm,205 days
NE5,97,8,£545 pcm,£498 pcm,138 days
NE6,504,38,£842 pcm,£691 pcm,288 days
NE7,49,6,£895 pcm,£750 pcm,195 days
NE8,278,49,£672 pcm,£516 pcm,180 days
NE9,77,17,£574 pcm,£525 pcm,111 days
NE10,70,12,£480 pcm,£451 pcm,190 days
NE11,30,6,£506 pcm,£497 pcm,96 days
NE12,60,11,£710 pcm,£650 pcm,178 days
NE13,38,6,£700 pcm,£597 pcm,115 days
NE15,77,17,£575 pcm,£524 pcm,158 days
NE16,41,8,£575 pcm,£500 pcm,142 days
NE17,15,1,£386 pcm,£377 pcm,120 days
NE18,4,0,£523 pcm,£513 pcm,509 days
NE19,5,0,£593 pcm,£550 pcm,136 days
NE20,35,8,"£1,522 pcm",£923 pcm,88 days
NE21,26,4,£516 pcm,£511 pcm,121 days
NE22,63,8,£386 pcm,£377 pcm,177 days
NE23,63,6,£507 pcm,£477 pcm,150 days
NE24,122,18,£424 pcm,£399 pcm,177 days
NE25,72,10,£490 pcm,£496 pcm,137 days
NE26,59,11,£725 pcm,£576 pcm,157 days
NE27,18,5,£717 pcm,£625 pcm,104 days
NE28,172,29,£466 pcm,£451 pcm,145 days
NE29,179,28,£484 pcm,£451 pcm,144 days
NE30,90,20,£708 pcm,£585 pcm,124 days
NE31,43,7,£467 pcm,£451 pcm,151 days
NE32,47,9,£472 pcm,£450 pcm,162 days
NE33,203,28,£469 pcm,£433 pcm,209 days
NE34,71,11,£484 pcm,£477 pcm,175 days
NG1,325,37,"£1,031 pcm",£800 pcm,235 days
NG2,170,32,£904 pcm,£695 pcm,198 days
NG3,135,22,£822 pcm,£650 pcm,167 days
NG4,47,11,£578 pcm,£550 pcm,147 days
NG5,104,43,£627 pcm,£576 pcm,152 days
NG6,46,17,£571 pcm,£525 pcm,122 days
NG7,552,52,£983 pcm,£650 pcm,225 days
NG8,75,10,£754 pcm,£675 pcm,226 days
NG9,208,45,£837 pcm,£663 pcm,149 days
NG10,58,16,£593 pcm,£576 pcm,121 days
NG12,18,5,£920 pcm,£698 pcm,132 days
NG13,26,3,£696 pcm,£650 pcm,122 days
NG14,9,6,£863 pcm,£724 pcm,72 days
NG15,54,9,£649 pcm,£550 pcm,183 days
NG16,66,16,£526 pcm,£497 pcm,146 days
NN1,197,43,£810 pcm,£700 pcm,112 days
NN2,85,13,"£1,312 pcm",£897 pcm,118 days
NN3,65,18,£758 pcm,£750 pcm,105 days
NN4,114,28,£825 pcm,£750 pcm,115 days
NN5,54,13,£747 pcm,£750 pcm,97 days
NN6,44,10,£953 pcm,£875 pcm,99 days
NN7,31,5,£993 pcm,£950 pcm,112 days
NN8,105,17,£645 pcm,£650 pcm,118 days
NN9,53,7,£681 pcm,£676 pcm,147 days
NN10,67,15,£695 pcm,£675 pcm,132 days
NP4,36,7,£458 pcm,£451 pcm,150 days
NP7,38,12,£702 pcm,£670 pcm,139 days
NP8,2,0,£868 pcm,£868 pcm,44 days
NP10,28,6,£690 pcm,£595 pcm,88 days
NP11,44,14,£496 pcm,£477 pcm,66 days
NP12,30,10,£478 pcm,£481 pcm,75 days
NP13,33,3,£438 pcm,£394 pcm,133 days
NP15,16,4,£716 pcm,£697 pcm,237 days
NP16,25,7,£863 pcm,£776 pcm,29 days
NR1,157,33,£749 pcm,£660 pcm,164 days
NR2,129,26,£842 pcm,£750 pcm,169 days
NR3,86,23,£676 pcm,£611 pcm,182 days
NR4,57,16,"£1,196 pcm","£1,200 pcm",113 days
NR5,127,15,"£1,163 pcm","£1,049 pcm",121 days
NR6,24,6,£818 pcm,£737 pcm,110 days
NR7,25,6,£816 pcm,£775 pcm,128 days
NR8,37,8,£706 pcm,£650 pcm,155 days
NR9,27,8,£851 pcm,£676 pcm,97 days
NR10,16,6,£822 pcm,£710 pcm,122 days
NR11,20,3,£724 pcm,£650 pcm,120 days
NR12,21,8,£827 pcm,£724 pcm,114 days
NR13,21,5,£747 pcm,£676 pcm,249 days
NR14,27,5,£826 pcm,£725 pcm,181 days
NR15,10,1,£914 pcm,£722 pcm,153 days
NR16,13,4,£867 pcm,£776 pcm,94 days
NR17,29,11,£925 pcm,£776 pcm,68 days
NR18,37,15,£751 pcm,£675 pcm,89 days
NW1,"2,103",284,"£3,394 pcm","£2,492 pcm",183 days
NW2,836,155,"£1,831 pcm","£1,517 pcm",128 days
NW3,"1,868",265,"£4,249 pcm","£2,817 pcm",162 days
NW4,782,103,"£1,738 pcm","£1,495 pcm",114 days
NW5,258,54,"£2,175 pcm","£1,842 pcm",151 days
NW6,"1,370",238,"£2,207 pcm","£1,733 pcm",151 days
OL1,31,5,£503 pcm,£495 pcm,75 days
OL2,38,8,£563 pcm,£510 pcm,102 days
OL3,20,6,£714 pcm,£610 pcm,90 days
OL4,40,12,£589 pcm,£495 pcm,120 days
OL5,25,6,£568 pcm,£550 pcm,131 days
OL6,39,9,£536 pcm,£524 pcm,152 days
OL7,19,6,£546 pcm,£546 pcm,69 days
OL8,29,6,£551 pcm,£500 pcm,97 days
OL9,12,4,£581 pcm,£498 pcm,88 days
OX1,173,17,"£2,117 pcm","£1,694 pcm",303 days
OX2,359,36,"£2,276 pcm","£1,798 pcm",290 days
OX3,298,24,"£1,618 pcm","£1,300 pcm",272 days
OX4,368,44,"£1,740 pcm","£1,352 pcm",253 days
OX5,75,14,"£1,271 pcm","£1,196 pcm",185 days
OX7,48,7,"�1,346 pcm",�901 pcm,138 days
OX9,43,3,"�1,218 pcm","�1,001 pcm",199 days
OX10,62,8,"�1,216 pcm","�1,050 pcm",150 days
OX11,82,14,"�1,106 pcm","�1,172 pcm",138 days
OX12,57,13,"�1,179 pcm",�949 pcm,137 days
OX13,35,6,"�1,309 pcm","�1,248 pcm",164 days
OX14,137,31,"�1,115 pcm","�1,027 pcm",144 days
OX15,37,13,"�1,424 pcm","�1,049 pcm",67 days
PA1,97,19,�421 pcm,�400 pcm,155 days
PA2,48,7,�498 pcm,�475 pcm,185 days
PA3,27,6,�431 pcm,�425 pcm,122 days
PA4,43,8,�531 pcm,�475 pcm,171 days
PA5,28,4,�441 pcm,�420 pcm,144 days
PA6,7,0,�874 pcm,�849 pcm,177 days
PA7,0,0,-,-,-
PA8,8,4,�611 pcm,�550 pcm,106 days
PA9,2,0,�602 pcm,�602 pcm,211 days
PA10,6,2,�559 pcm,�425 pcm,194 days
PA11,7,0,�665 pcm,�710 pcm,230 days
PA12,2,1,�704 pcm,�704 pcm,23 days
PA13,8,0,�892 pcm,�813 pcm,323 days
PA14,14,1,�707 pcm,�450 pcm,190 days
PA15,34,4,�413 pcm,�385 pcm,161 days
PA16,28,2,�450 pcm,�450 pcm,124 days
PA17,3,1,�902 pcm,�780 pcm,49 days
PA18,2,0,�749 pcm,�749 pcm,249 days
PA19,15,1,�449 pcm,�425 pcm,140 days
PA20,0,0,-,-,-
PA21,0,0,-,-,-
PA22,0,0,-,-,-
PA23,18,2,�516 pcm,�463 pcm,124 days
PA24,0,0,-,-,-
PA25,0,0,-,-,-
PA26,0,0,-,-,-
PA27,2,1,�423 pcm,�423 pcm,50 days
PA28,1,0,�251 pcm,�251 pcm,95 days
PA29,0,0,-,-,-
PA30,0,0,-,-,-
PA31,2,1,£600 pcm,£600 pcm,13 days
PA32,0,0,-,-,-
PA33,0,0,-,-,-
PA34,0,0,-,-,-
PE1,183,39,£718 pcm,£672 pcm,92 days
PE2,108,34,£686 pcm,£624 pcm,119 days
PE3,62,18,£644 pcm,£650 pcm,110 days
PE4,36,9,£692 pcm,£693 pcm,60 days
PE5,7,3,£863 pcm,£901 pcm,114 days
PE6,29,5,£691 pcm,£675 pcm,68 days
PE7,94,31,£741 pcm,£693 pcm,90 days
PE8,36,12,"£1,623 pcm",£898 pcm,120 days
PE9,77,12,£918 pcm,£750 pcm,103 days
PE10,21,9,£725 pcm,£641 pcm,173 days
PE11,54,15,£578 pcm,£575 pcm,137 days
PE12,39,9,£713 pcm,£600 pcm,135 days
PE13,73,18,£619 pcm,£589 pcm,136 days
PE14,31,6,£750 pcm,£650 pcm,149 days
PE15,36,12,£699 pcm,£652 pcm,97 days
PE16,12,3,£811 pcm,£685 pcm,93 days
PE19,79,23,£850 pcm,£802 pcm,146 days
PE20,8,3,£692 pcm,£700 pcm,45 days
PH1,89,15,£547 pcm,£500 pcm,143 days
PH2,73,20,£591 pcm,£520 pcm,74 days
PH3,9,2,"£1,352 pcm",£823 pcm,164 days
PH4,1,0,£524 pcm,£524 pcm,95 days
PH5,2,0,£613 pcm,£613 pcm,51 days
PH6,0,0,-,-,-
PH7,26,9,£501 pcm,£466 pcm,35 days
PH8,3,3,£674 pcm,£800 pcm,4 days
PH9,2,1,£968 pcm,£968 pcm,153 days
PH10,13,4,£537 pcm,£451 pcm,36 days
PH11,4,2,£607 pcm,£639 pcm,63 days
PH12,2,0,£722 pcm,£722 pcm,71 days
PH13,4,3,£613 pcm,£626 pcm,12 days
PH14,3,1,£659 pcm,£650 pcm,246 days
PH15,0,0,-,-,-
PH16,0,0,-,-,-
PH17,0,0,-,-,-
PH18,0,0,-,-,-
PH19,0,0,-,-,-
PH20,0,0,-,-,-
PH21,1,0,£675 pcm,£675 pcm,22 days
PH22,0,0,-,-,-
PL1,180,33,£925 pcm,£625 pcm,184 days
PL2,70,15,£582 pcm,£576 pcm,190 days
PL3,53,14,£753 pcm,£650 pcm,188 days
PL4,344,44,"£1,248 pcm",£609 pcm,209 days
PL5,27,6,£568 pcm,£594 pcm,167 days
PL6,34,8,£605 pcm,£594 pcm,180 days
PL7,22,9,£716 pcm,£663 pcm,130 days
PL8,4,1,£711 pcm,£713 pcm,96 days
PL9,32,5,£783 pcm,£676 pcm,138 days
PL10,12,0,£716 pcm,£626 pcm,126 days
PL11,22,6,£699 pcm,£609 pcm,158 days
PL12,42,10,£747 pcm,£694 pcm,120 days
PL13,15,5,£635 pcm,£598 pcm,88 days
PL14,32,11,£618 pcm,£595 pcm,181 days
PL15,38,16,£627 pcm,£603 pcm,66 days
PL16,4,0,£838 pcm,£863 pcm,103 days
PL17,17,3,£812 pcm,£693 pcm,131 days
PL18,9,1,£724 pcm,£600 pcm,136 days
PO1,282,34,"£1,075 pcm",£949 pcm,218 days
PO2,105,25,£729 pcm,£724 pcm,155 days
PO3,20,6,£822 pcm,£778 pcm,121 days
PO4,333,45,"£1,225 pcm","£1,200 pcm",223 days
PO5,370,54,"£1,174 pcm",£975 pcm,197 days
PO6,36,11,"£1,052 pcm",£999 pcm,148 days
PO7,51,12,£851 pcm,£823 pcm,123 days
PO8,24,8,£913 pcm,£885 pcm,117 days
PO9,45,10,£966 pcm,£897 pcm,164 days
PO10,28,8,"£1,075 pcm",£991 pcm,128 days
PO11,29,2,£843 pcm,£725 pcm,110 days
PO12,76,14,£756 pcm,£750 pcm,202 days
PO13,45,7,£811 pcm,£802 pcm,164 days
PO14,42,8,"£1,217 pcm",£912 pcm,138 days
PO15,29,9,£922 pcm,£895 pcm,111 days
PO16,40,10,£844 pcm,£776 pcm,157 days
PO17,14,4,£963 pcm,£850 pcm,95 days
PR0,0,0,-,-,-
PR1,862,55,£693 pcm,£502 pcm,255 days
PR2,335,40,£644 pcm,£550 pcm,237 days
PR3,49,12,£702 pcm,£598 pcm,105 days
PR4,72,13,£685 pcm,£595 pcm,99 days
PR5,74,17,£597 pcm,£550 pcm,168 days
PR6,57,14,£635 pcm,£550 pcm,246 days
RG1,603,89,£954 pcm,£850 pcm,200 days
RG2,192,23,"£1,022 pcm",£896 pcm,147 days
RG4,112,19,"£1,253 pcm","£1,173 pcm",164 days
RG5,23,6,"£1,192 pcm","£1,144 pcm",115 days
RG6,171,23,"£1,174 pcm",£900 pcm,168 days
RG7,60,9,"£1,248 pcm","£1,073 pcm",153 days
RG8,45,11,"£1,902 pcm","£1,395 pcm",128 days
RG9,128,16,"£2,213 pcm","£1,672 pcm",172 days
RG10,46,10,"£1,224 pcm","£1,100 pcm",206 days
RG12,132,15,"£1,070 pcm",£975 pcm,248 days
RG14,120,33,"£1,061 pcm",£949 pcm,113 days
RG17,45,4,"£1,106 pcm",£949 pcm,176 days
RG18,27,5,"£1,610 pcm","£1,452 pcm",113 days
RG19,31,7,"£1,148 pcm","£1,101 pcm",70 days
RG20,29,10,"£1,434 pcm","£1,300 pcm",100 days
RH1,166,32,"£1,103 pcm","£1,049 pcm",151 days
RH2,68,13,"£1,547 pcm","£1,298 pcm",196 days
RH3,8,0,"£1,553 pcm","£1,475 pcm",391 days
RH4,45,13,"£1,521 pcm","£1,200 pcm",155 days
RH5,35,5,"£2,528 pcm","£1,452 pcm",127 days
RH6,68,15,"£1,129 pcm",£975 pcm,124 days
RH7,15,1,"£1,162 pcm","£1,200 pcm",244 days
RH8,28,6,"£1,780 pcm","£1,300 pcm",128 days
RH9,8,2,"£1,031 pcm",£925 pcm,103 days
RH10,173,53,"£1,048 pcm","£1,001 pcm",139 days
RH11,110,28,£952 pcm,£912 pcm,125 days
RM1,101,24,"£1,111 pcm","£1,101 pcm",138 days
RM2,40,10,"£1,297 pcm","£1,200 pcm",112 days
RM3,96,18,"£1,295 pcm","£1,250 pcm",142 days
RM4,10,2,"£1,781 pcm","£1,900 pcm",169 days
RM5,44,11,"£1,230 pcm","£1,200 pcm",90 days
RM6,196,34,"£1,227 pcm","£1,200 pcm",142 days
RM7,81,25,"£1,169 pcm","£1,096 pcm",120 days
RM8,168,25,"£1,336 pcm","£1,326 pcm",144 days
RM9,86,10,"£1,256 pcm","£1,300 pcm",175 days
RM10,151,20,"£1,274 pcm","£1,250 pcm",194 days
S1,217,23,£730 pcm,£650 pcm,232 days
S2,352,31,£781 pcm,£575 pcm,194 days
S3,390,52,£658 pcm,£607 pcm,142 days
S4,27,4,£506 pcm,£494 pcm,179 days
S5,67,14,£498 pcm,£511 pcm,171 days
S6,155,32,£804 pcm,£598 pcm,165 days
S7,80,10,£670 pcm,£550 pcm,213 days
S8,57,10,£565 pcm,£550 pcm,171 days
S9,28,3,£651 pcm,£510 pcm,163 days
S10,189,25,£932 pcm,£700 pcm,189 days
S11,168,22,£843 pcm,£750 pcm,186 days
S12,26,4,£573 pcm,£576 pcm,252 days
S13,20,3,£505 pcm,£507 pcm,190 days
S14,7,2,£592 pcm,£485 pcm,118 days
S17,14,3,£792 pcm,£672 pcm,102 days
S18,22,8,£649 pcm,£650 pcm,169 days
S20,28,8,£544 pcm,£550 pcm,127 days
S21,30,7,£547 pcm,£495 pcm,147 days
S25,34,5,£487 pcm,£486 pcm,254 days
S26,12,2,£498 pcm,£464 pcm,184 days
S32,11,0,£817 pcm,£795 pcm,158 days
S33,4,0,£855 pcm,£885 pcm,68 days
S35,52,7,£620 pcm,£585 pcm,134 days
S36,32,6,£501 pcm,£513 pcm,198 days
S40,77,13,£574 pcm,£500 pcm,139 days
S41,66,16,£529 pcm,£494 pcm,128 days
SA1,391,51,£815 pcm,£625 pcm,180 days
SA2,113,25,£762 pcm,£576 pcm,237 days
SA3,39,11,"£1,042 pcm",£849 pcm,137 days
SA4,36,9,£524 pcm,£522 pcm,125 days
SA5,37,3,£516 pcm,£498 pcm,154 days
SA6,52,10,£513 pcm,£494 pcm,114 days
SA7,10,2,£589 pcm,£560 pcm,87 days
SA8,9,1,£489 pcm,£550 pcm,389 days
SA9,11,2,£449 pcm,£451 pcm,157 days
SA10,17,4,£543 pcm,£550 pcm,140 days
SA11,33,13,£497 pcm,£477 pcm,70 days
SA12,19,4,£463 pcm,£451 pcm,51 days
SA13,25,6,£519 pcm,£524 pcm,135 days
SA14,26,9,£541 pcm,£494 pcm,134 days
SA15,58,12,£529 pcm,£494 pcm,177 days
SA16,9,3,£506 pcm,£494 pcm,50 days
SA17,14,2,£548 pcm,£496 pcm,86 days
SA18,38,6,£511 pcm,£495 pcm,169 days
SA19,22,3,£459 pcm,£438 pcm,136 days
SA20,4,1,£424 pcm,£450 pcm,189 days
SA31,54,12,£491 pcm,£451 pcm,118 days
SA32,10,2,£576 pcm,£588 pcm,93 days
SA33,22,5,£518 pcm,£495 pcm,74 days
SA34,5,1,£484 pcm,£524 pcm,183 days
SA35,0,0,-,-,-
SA36,0,0,-,-,-
SE1,"1,349",239,"�2,725 pcm","�2,149 pcm",160 days
SE2,76,22,"�1,151 pcm","�1,300 pcm",77 days
SE3,294,59,"�1,597 pcm","�1,400 pcm",108 days
SE4,127,21,"�1,552 pcm","�1,450 pcm",116 days
SE5,204,39,"£1,857 pcm","£1,599 pcm",148 days
SE6,231,46,"£1,128 pcm","£1,100 pcm",122 days
SE7,95,13,"£1,405 pcm","£1,350 pcm",198 days
SE8,245,50,"£1,531 pcm","£1,452 pcm",168 days
SE9,130,33,"£1,229 pcm","£1,200 pcm",100 days
SE10,404,64,"£1,828 pcm","£1,647 pcm",149 days
SE11,131,31,"£1,882 pcm","£1,755 pcm",138 days
SE12,112,30,"£1,193 pcm","£1,200 pcm",101 days
SE13,310,80,"£1,333 pcm","£1,300 pcm",106 days
SE14,129,35,"£1,411 pcm","£1,248 pcm",115 days
SG1,118,30,£888 pcm,£925 pcm,132 days
SG2,43,12,£855 pcm,£849 pcm,86 days
SG3,13,5,"£1,333 pcm",£949 pcm,103 days
SG4,58,21,"£1,210 pcm","£1,050 pcm",61 days
SG5,61,15,"£1,148 pcm","£1,096 pcm",54 days
SG6,38,6,"£1,083 pcm",£908 pcm,127 days
SG7,20,6,"£1,088 pcm",£910 pcm,90 days
SG8,44,12,"£1,178 pcm","£1,038 pcm",88 days
SG9,12,3,"£1,598 pcm","£1,235 pcm",73 days
SG10,7,4,"£1,270 pcm","£1,295 pcm",111 days
SK1,26,10,£601 pcm,£598 pcm,131 days
SK2,47,9,£627 pcm,£594 pcm,117 days
SK3,49,16,£683 pcm,£650 pcm,92 days
SK4,75,20,£744 pcm,£650 pcm,101 days
SK5,42,13,£631 pcm,£638 pcm,138 days
SK6,43,13,£930 pcm,£775 pcm,96 days
SK7,69,18,"£1,003 pcm",£765 pcm,158 days
SK8,84,13,"£1,069 pcm",£899 pcm,104 days
SK9,223,48,"£1,838 pcm","£1,295 pcm",126 days
SK10,99,17,"£1,424 pcm",£849 pcm,175 days
SL0,39,4,"£1,576 pcm","£1,300 pcm",222 days
SL1,401,63,"£1,082 pcm","£1,000 pcm",178 days
SL2,151,23,"£1,435 pcm","£1,148 pcm",222 days
SL3,181,43,"£1,266 pcm","£1,200 pcm",135 days
SL4,315,43,"£2,124 pcm","£1,595 pcm",197 days
SL5,285,30,"£4,327 pcm","£2,999 pcm",203 days
SM1,195,39,"£1,176 pcm","£1,148 pcm",126 days
SM2,137,37,"£1,382 pcm","£1,148 pcm",121 days
SM3,38,9,"£1,146 pcm","£1,198 pcm",123 days
SM4,97,29,"£1,272 pcm","£1,274 pcm",101 days
SN1,233,47,£717 pcm,£693 pcm,138 days
SN2,107,21,£668 pcm,£702 pcm,116 days
SN3,46,12,£840 pcm,£836 pcm,161 days
SN4,27,4,£931 pcm,£724 pcm,162 days
SN5,55,17,£796 pcm,£725 pcm,124 days
SN6,24,4,"£1,328 pcm",£863 pcm,64 days
SN7,28,3,"£1,576 pcm","£1,025 pcm",166 days
SN8,52,12,"£1,258 pcm","£1,148 pcm",140 days
SN9,10,1,"£1,261 pcm","£1,250 pcm",38 days
SN10,19,5,£811 pcm,£724 pcm,171 days
SO14,398,57,"£1,219 pcm","£1,019 pcm",239 days
SO15,399,63,£935 pcm,£750 pcm,234 days
SO16,190,30,"£1,152 pcm",£996 pcm,206 days
SO17,298,34,"£1,189 pcm","£1,050 pcm",252 days
SO18,59,19,£721 pcm,£693 pcm,100 days
SO19,90,22,£778 pcm,£710 pcm,147 days
SO20,14,1,"£1,595 pcm","£1,274 pcm",187 days
SO21,42,6,"£1,720 pcm","£1,200 pcm",244 days
SO22,100,21,"£1,498 pcm","£1,235 pcm",198 days
SO23,134,22,"£1,537 pcm","£1,200 pcm",187 days
SO24,27,5,"£1,475 pcm","£1,250 pcm",231 days
SO25,0,0,-,-,-
SO30,47,13,£916 pcm,£815 pcm,134 days
SP1,50,13,£913 pcm,£785 pcm,95 days
SP2,66,21,£910 pcm,£750 pcm,77 days
SP3,15,4,"£1,201 pcm",£850 pcm,93 days
SP4,48,11,£995 pcm,£898 pcm,126 days
SP5,30,3,"£1,516 pcm",£885 pcm,182 days
SP6,18,5,"£1,191 pcm",£963 pcm,117 days
SR1,145,17,£525 pcm,£477 pcm,187 days
SR2,330,18,£660 pcm,£451 pcm,222 days
SR3,41,9,£563 pcm,£495 pcm,104 days
SR4,239,25,£513 pcm,£451 pcm,225 days
SR5,95,12,£474 pcm,£450 pcm,150 days
